stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,13326.86,15734.99,14946.99,788.00
stage-1,15310.52,13610.71,13122.78,487.93
stage-2,15180.18,12746.24,12258.31,487.93
stage-3,15310.52,10089.78,9601.85,487.93
stage-4,13271.19,7497.12,7009.19,487.93
stage-5,13271.19,5928.73,5440.79,487.93
stage-6,15305.60,7848.40,7200.40,648.00
