stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,11577.70,14290.90,13442.90,848.00
stage-1,13444.61,13770.71,13282.77,487.93
stage-2,15358.04,14634.70,14146.77,487.93
stage-3,15511.86,11850.25,11362.31,487.93
stage-4,15358.04,10857.78,10369.84,487.93
stage-5,15511.86,8329.32,7841.39,487.93
stage-6,15358.04,7080.86,6592.92,487.93
stage-7,14876.37,5032.23,4544.30,487.93
