stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,13434.13,15794.99,14946.99,848.00
stage-1,15454.86,13610.71,13122.78,487.93
stage-2,13387.60,10633.91,10145.98,487.93
stage-3,15301.03,10857.78,10369.84,487.93
stage-4,13387.60,7497.12,7009.19,487.93
stage-5,15454.86,6568.86,6080.93,487.93
stage-6,15196.30,7848.40,7200.40,648.00
