stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,13789.90,20648.17,19652.17,996.00
stage-1,14811.54,20515.70,19843.70,672.00
stage-2,14811.54,16898.77,16226.77,672.00
stage-3,13860.78,12065.72,11457.72,608.00
stage-4,12452.78,6512.28,5952.40,559.87
