stage-index,time,memory(total),memory(normal),memory(reserved)
stage-0,11473.64,14230.90,13442.90,788.00
stage-1,13326.96,13770.71,13282.77,487.93
stage-2,15235.96,14634.70,14146.77,487.93
stage-3,15366.29,11850.25,11362.31,487.93
stage-4,15235.96,10857.78,10369.84,487.93
stage-5,15366.29,8329.32,7841.39,487.93
stage-6,15235.96,7080.86,6592.92,487.93
stage-7,14789.34,5032.23,4544.30,487.93
