search_time (s),config time (ms)
0,74649.20466246264
1,53615.32125151244
2,31496.197184537345
3,30508.590599537343
4,28544.270424494007
5,28544.270424494007
6,29456.51162149401
7,28544.270424494007
8,28544.270424494007
9,28544.270424494007
10,28544.270424494007
11,28544.270424494007
12,29456.51162149401
13,29456.51162149401
14,29456.51162149401
15,29456.51162149401
16,29456.51162149401
17,30508.590599537343
18,30508.590599537343
19,30508.590599537343
20,30508.590599537343
21,30508.590599537343
22,30942.792773173147
23,30942.792773173147
24,30942.792773173147
25,30942.792773173147
26,30942.792773173147
27,31496.197184537345
28,31496.197184537345
29,31496.197184537345
30,31496.197184537345
31,31496.197184537345
32,31744.330350494005
33,31744.330350494005
34,31744.330350494005
35,31744.330350494005
36,31744.330350494005
37,31971.25477517315
38,31971.25477517315
39,31971.25477517315
40,31971.25477517315
41,31971.25477517315
42,32743.734992763006
43,32743.734992763006
44,32743.734992763006
45,32743.734992763006
46,32743.734992763006
47,33998.39615953733
48,33998.39615953733
49,33998.39615953733
50,33998.39615953733
51,33998.39615953733
52,34501.563151173155
53,34501.563151173155
54,34501.563151173155
55,34501.563151173155
56,34501.563151173155
57,53403.01309926148
58,53403.01309926148
59,53403.01309926148
60,53403.01309926148
61,53615.32125151244
62,53615.32125151244
63,53615.32125151244
64,53615.32125151244
65,53615.32125151244
66,30144.300387494008
67,30144.300387494008
68,30144.300387494008
69,30144.300387494008
70,30144.300387494008
71,30144.300387494008
72,32253.49337953734
73,32253.49337953734
74,32253.49337953734
75,32253.49337953734
76,32253.49337953734
77,32722.177962173148
78,32722.177962173148
79,32722.177962173148
80,32722.177962173148
81,32722.177962173148
82,54980.64273351243
83,54980.64273351243
84,54980.64273351243
85,54980.64273351243
86,54980.64273351243
87,58097.005360512434
88,58097.005360512434
89,58097.005360512434
90,58097.005360512434
91,74649.20466246264
92,74649.20466246264
93,74649.20466246264
94,74649.20466246264
95,74649.20466246264
96,75542.02398812461
97,75542.02398812461
98,75542.02398812461
99,75542.02398812461
100,76446.56962746264
