search_time (s),config time (ms)
0,58674.11034385269
1,48306.514723354754
2,46014.95355935477
3,44334.56576435476
4,40870.241421988925
5,31531.1271970352
6,29712.53046714842
10,29710.44727794249
13,29399.0772836914
37,29399.0772836914
52,29413.354573151748
53,29413.354573151748
65,29413.354573151748
73,29710.44727794249
74,29710.44727794249
75,29710.44727794249
80,29712.53046714842
81,29712.53046714842
82,29712.53046714842
83,29712.53046714842
84,29712.53046714842
85,29712.53046714842
102,30774.053666691394
110,30785.572097691394
111,30787.655286897323
121,30785.572097691394
127,30787.655286897323
139,30787.655286897323
149,30774.053666691394
163,30774.053666691394
169,30776.136855897323
178,30774.053666691394
190,30774.053666691394
191,30787.655286897323
199,30785.572097691394
217,30787.655286897323
224,30788.33095615175
225,30791.2129040559
226,30791.2129040559
227,30791.2129040559
228,30791.2129040559
229,30791.2129040559
230,30791.2129040559
231,30791.2129040559
232,30793.29609326183
233,30793.29609326183
234,30793.29609326183
235,30793.29609326183
236,30793.29609326183
237,30793.29609326183
238,30799.84938715175
239,30799.84938715175
240,30799.84938715175
241,30805.490193516256
242,30805.490193516256
243,31085.42366094249
244,31099.02528114842
245,31099.02528114842
246,31099.02528114842
247,31099.02528114842
248,31311.37146663096
249,31311.37146663096
250,31311.37146663096
251,31474.54441156293
252,31474.54441156293
253,31474.54441156293
254,31474.54441156293
255,31474.54441156293
256,31474.54441156293
257,31474.54441156293
258,31474.54441156293
259,31474.54441156293
260,31474.54441156293
261,31474.54441156293
262,31474.54441156293
263,31474.54441156293
264,31474.54441156293
265,31482.23219982731
266,31482.23219982731
267,31482.23219982731
268,31482.23219982731
269,31482.23219982731
270,31482.23219982731
271,31482.23219982731
272,31482.23219982731
273,31482.23219982731
274,31482.23219982731
275,31482.23219982731
276,31482.23219982731
277,31488.08843498892
278,31488.08843498892
279,31488.08843498892
280,31488.08843498892
281,31490.17969282731
282,31490.17969282731
283,31490.17969282731
284,31490.17969282731
285,31490.17969282731
286,31491.53707805543
287,31491.53707805543
288,31498.69548698892
