search_time (s),config time (ms)
0,59956.837603056
1,36427.907211105805
2,31413.6967161058
3,30907.855280535387
4,29189.104984938327
13,29189.104984938327
16,29482.64007257049
25,29482.64007257049
26,29482.64007257049
27,30504.743712169235
38,30563.405698683902
42,30563.405698683902
48,30575.59979893833
55,30789.42772506104
60,30789.42772506104
61,30789.42772506104
62,30789.42772506104
73,30575.59979893833
84,30575.59979893833
92,30575.59979893833
98,30869.134886570493
99,30869.134886570493
100,30869.134886570493
105,30575.59979893833
110,30869.134886570493
114,30869.134886570493
115,30901.068928467048
124,30869.134886570493
131,30869.134886570493
132,30869.134886570493
135,30563.405698683902
141,30563.405698683902
142,30563.405698683902
143,30563.405698683902
144,30563.405698683902
145,30563.405698683902
149,30563.405698683902
150,30869.134886570493
151,30913.496086899893
152,30913.496086899893
153,30913.496086899893
162,31380.07382402964
172,31380.07382402964
173,31380.07382402964
174,31380.07382402964
175,31380.07382402964
183,30563.405698683902
186,30563.405698683902
193,30563.405698683902
198,30563.405698683902
199,31381.74082351347
200,31381.74082351347
201,31381.74082351347
211,31367.742657273287
215,30869.134886570493
218,30869.134886570493
219,30869.134886570493
220,30869.134886570493
221,30869.134886570493
222,31384.683815513472
223,31384.683815513472
230,31385.18946657998
238,31380.18496557998
245,31386.435710257756
247,31387.558998466706
248,31387.558998466706
249,31387.558998466706
250,31387.558998466706
251,31387.558998466706
252,31387.558998466706
253,31388.13245857998
254,31389.378702257756
255,31389.378702257756
256,31389.378702257756
257,31390.501990466706
258,31390.501990466706
259,31390.501990466706
260,31404.55804107592
261,31404.55804107592
262,31406.22504055975
263,31406.22504055975
264,31406.22504055975
265,31406.22504055975
266,31407.068259609616
267,31409.16803255975
268,31409.56254207592
269,31409.56254207592
270,31409.56254207592
271,31409.56254207592
272,31409.56254207592
273,31409.56254207592
274,31409.56254207592
275,31410.82651693184
276,31411.259290398146
277,31411.259290398146
278,31411.640190885075
279,31411.640190885075
280,31412.50553407592
281,31412.50553407592
282,31412.50553407592
283,31412.50553407592
