search_time (s),config time (ms)
0,48644.20301664937
1,41314.99947015144
2,32891.992051846806
3,31772.82718361763
4,31015.462492269322
14,31003.94406126932
23,31003.94406126932
28,31015.462492269322
39,31015.462492269322
45,31015.462492269322
52,31015.462492269322
53,31015.462492269322
54,31015.462492269322
60,31015.462492269322
64,31015.462492269322
65,31015.462492269322
66,31015.462492269322
72,31015.462492269322
78,31017.545681475247
82,31017.545681475247
83,31017.545681475247
84,31017.545681475247
85,31017.545681475247
90,31021.10329863383
94,31021.10329863383
100,31021.10329863383
101,31021.10329863383
109,31029.739781729673
110,31029.739781729673
116,31029.739781729673
117,31029.739781729673
123,31018.221350729676
133,31326.83248652042
138,31326.83248652042
143,31003.94406126932
144,31614.518858559324
148,31614.518858559324
149,31614.518858559324
156,31615.33253251256
161,31615.7651022371
168,31615.7651022371
174,31003.94406126932
181,31003.94406126932
182,31615.7651022371
190,31616.578776190334
195,31616.578776190334
196,31616.578776190334
197,31616.578776190334
205,31616.578776190334
210,31615.33253251256
217,31615.33253251256
222,31620.33703351256
227,31620.33703351256
228,31620.33703351256
229,31620.33703351256
230,31620.33703351256
237,31621.583277190333
238,31621.583277190333
239,31621.583277190333
240,31621.583277190333
241,31621.583277190333
242,31621.583277190333
243,31621.583277190333
244,31639.003075605604
245,31639.003075605604
246,31639.003075605604
247,31640.24931928338
248,31640.24931928338
249,31640.24931928338
250,31640.24931928338
251,31640.24931928338
252,31640.24931928338
253,31640.24931928338
254,31640.24931928338
255,31640.24931928338
256,31644.007576605603
257,31644.007576605603
258,31644.007576605603
259,31644.007576605603
260,31644.007576605603
261,31644.007576605603
262,31644.007576605603
263,31644.007576605603
264,31644.007576605603
265,31644.007576605603
266,31644.007576605603
267,31644.007576605603
268,31644.007576605603
269,31645.25382028338
270,31645.25382028338
271,31645.25382028338
272,31767.822682617632
273,31767.822682617632
274,31767.822682617632
275,31767.822682617632
276,31772.82718361763
277,31772.82718361763
278,31772.82718361763
279,31772.82718361763
280,31772.82718361763
281,31772.82718361763
