search_time (s),config time (ms)
0,47907.813076260194
1,25807.294218571216
2,22437.128666571218
3,20465.063133700878
4,15754.218177149158
5,14613.273464336007
6,14452.858500464907
7,14377.461041173574
8,14377.461041173574
9,14479.706805654288
10,14487.790148654287
11,14546.184422820343
12,14551.07403501063
13,14551.07403501063
14,14636.772214997543
15,14637.072947723751
16,14795.983020642521
17,14806.465905499876
18,14939.104760173572
19,15337.92070386662
20,15333.995491247426
21,15419.411407173573
22,14633.225166997543
23,15476.490831251214
24,15344.893273247426
25,15571.249502336008
26,15631.935796990605
27,14546.184422820343
28,15419.411407173573
29,15563.476508990605
30,14561.28873633468
31,14561.28873633468
32,15655.218080749597
33,15652.738810723748
34,15556.80467233601
35,15752.109691313593
36,15865.99809465199
37,15871.488020915458
38,15871.488020915458
39,14907.745270651989
40,14907.745270651989
41,14907.745270651989
42,14797.334138499875
43,15877.34603415936
44,15459.275721251215
45,14939.104760173572
46,15564.027087336008
47,15899.718054173572
48,16010.464970367608
49,16010.464970367608
50,16010.464970367608
51,16010.464970367608
52,15442.060611251214
53,14998.80969543762
54,15531.99406846491
55,14998.80969543762
56,16135.5247277496
57,16135.5247277496
58,16135.5247277496
59,16189.066634322051
60,16234.665318706504
61,16234.665318706504
62,16234.665318706504
63,14561.28873633468
64,14561.28873633468
65,16237.241415700882
66,14787.899677642521
67,15419.411407173573
68,15419.411407173573
69,16295.896741866623
70,16303.119156866624
71,16336.93124267277
72,16336.93124267277
73,15556.254093990605
74,16381.982384159357
75,16381.982384159357
76,16381.982384159357
77,15858.951902642519
78,16521.06670843762
79,16547.30858446491
80,16547.543056251216
81,16564.758166251217
82,16564.758166251217
83,16565.02512265429
84,16579.142371990605
85,16579.142371990605
86,16302.869311247428
87,16302.869311247428
88,16302.869311247428
89,16135.5247277496
90,16288.424481247428
91,16288.424481247428
92,16597.024632442903
93,16597.024632442903
94,16594.13778033601
95,16292.349693866623
96,16292.349693866623
97,16292.349693866623
98,16594.13778033601
99,16601.00073216911
100,15618.041545336007
