search_time (s),config time (ms)
0,86944.71688778464
1,62203.40503578465
2,59912.346256702185
3,58414.33761355932
4,57950.57966281498
5,57941.190023814976
6,56806.90566049921
7,55748.813230066495
14,55746.96445746956
31,55746.96445746956
44,55746.96445746956
54,55748.813230066495
63,55748.813230066495
69,55748.813230066495
76,55748.813230066495
77,55748.813230066495
78,55748.813230066495
90,55748.813230066495
91,55748.813230066495
92,55748.813230066495
93,55748.813230066495
102,55816.48928398969
113,55748.813230066495
123,55748.813230066495
129,55748.813230066495
130,55748.813230066495
131,55748.813230066495
139,55748.813230066495
140,55748.813230066495
141,55748.813230066495
149,55748.813230066495
153,55816.48928398969
154,55816.48928398969
155,55816.48928398969
160,56164.60626544997
161,56164.60626544997
162,56164.60626544997
165,56164.60626544997
166,56164.60626544997
171,55816.48928398969
184,55816.48928398969
185,55816.48928398969
194,55748.813230066495
203,55748.813230066495
211,55748.813230066495
212,55748.813230066495
213,55816.48928398969
220,55816.48928398969
226,55816.48928398969
227,55816.48928398969
228,56164.60626544997
229,56164.60626544997
230,56164.60626544997
231,56164.60626544997
232,56164.60626544997
233,56164.60626544997
237,56164.60626544997
238,56164.60626544997
240,56164.60626544997
241,56164.60626544997
242,56164.60626544997
245,56164.60626544997
246,56164.60626544997
247,56164.60626544997
248,56164.60626544997
249,56164.60626544997
250,56164.60626544997
251,56164.60626544997
252,56164.60626544997
253,56164.60626544997
254,56164.60626544997
255,56164.60626544997
256,56164.60626544997
257,56164.60626544997
258,56164.60626544997
259,56164.60626544997
260,56292.24828295875
261,56292.24828295875
262,56292.24828295875
263,56292.24828295875
264,56292.24828295875
265,56806.90566049921
266,56806.90566049921
267,56806.90566049921
268,56806.90566049921
269,56806.90566049921
270,56954.05850633181
271,56954.05850633181
272,56954.05850633181
273,56955.384917058014
274,56955.384917058014
275,56955.384917058014
276,56955.384917058014
277,56955.384917058014
278,56955.384917058014
279,56955.384917058014
280,56955.384917058014
281,56955.384917058014
282,56955.384917058014
283,56955.384917058014
284,56955.384917058014
