search_time (s),config time (ms)
0,217471.932583826
1,106034.98606791299
2,81628.03235144797
3,79201.19438046525
4,79083.96820838178
5,79083.96820838178
6,79083.96820838178
7,79083.96820838178
8,79083.96820838178
9,79083.96820838178
10,79083.96820838178
11,79201.19438046525
12,79201.19438046525
13,79201.19438046525
14,79201.19438046525
15,79201.19438046525
16,81628.03235144797
17,81628.03235144797
18,81628.03235144797
19,81628.03235144797
20,81628.03235144797
21,106034.98606791299
22,106034.98606791299
23,106034.98606791299
24,106034.98606791299
25,106034.98606791299
26,217471.932583826
27,217471.932583826
28,217471.932583826
29,217471.932583826
30,217471.932583826
31,73289.1524881909
32,73289.1524881909
33,73289.1524881909
34,73289.1524881909
35,73289.1524881909
