search_time (s),config time (ms)
0,74591.81598289013
1,60628.40822684145
2,58511.795214650614
3,58143.86769733185
4,58143.86769733185
5,58143.86769733186
6,58511.795214650614
7,58511.795214650614
9,58143.86769733185
10,62223.97411189012
11,64303.82145154014
12,58143.86769733185
13,58143.86769733185
14,58143.86769733185
15,58143.86769733185
16,58143.86769733185
17,58143.86769733185
18,58143.86769733185
19,58143.86769733185
20,58143.86769733185
21,58143.86769733185
22,58143.86769733185
23,58143.86769733185
24,58143.86769733185
25,58143.86769733185
26,58143.86769733185
27,58143.86769733186
28,58143.86769733186
29,58143.86769733186
30,58143.86769733186
31,58143.86769733186
32,58143.86769733186
33,58143.86769733186
34,58143.86769733186
35,58143.86769733186
36,58143.86769733186
37,58511.795214650614
38,58511.795214650614
39,58511.795214650614
40,58511.795214650614
41,58511.795214650614
42,58511.795214650614
43,58511.795214650614
44,58511.795214650614
45,58511.795214650614
46,58511.795214650614
47,58511.795214650614
48,58511.795214650614
49,58511.795214650614
50,58511.795214650614
51,58511.795214650614
52,58511.795214650614
53,58511.795214650614
54,58511.795214650614
55,58511.795214650614
56,58511.795214650614
57,58511.795214650614
58,58511.795214650614
59,58511.795214650614
60,58511.795214650614
61,58511.795214650614
62,58511.795214650614
63,58511.795214650614
64,58511.795214650614
65,58511.795214650614
66,58511.795214650614
67,59351.26114628291
68,59351.26114628291
69,59351.26114628291
70,59351.26114628291
71,59351.26114628291
72,59351.26114628291
73,59351.26114628291
74,59351.26114628291
75,59351.26114628291
76,59351.26114628291
77,59351.26114628291
78,59351.26114628291
79,59351.26114628291
80,59351.26114628291
81,59351.26114628291
82,59351.26114628291
83,59351.26114628291
84,59351.26114628291
85,59351.26114628291
86,59351.26114628291
87,58143.86769733186
88,58143.86769733185
89,58143.86769733185
90,58143.86769733185
91,58143.86769733185
92,58143.86769733185
93,58143.86769733185
94,58143.86769733186
95,58143.86769733186
96,58143.86769733186
97,58511.795214650614
98,58511.795214650614
99,58511.795214650614
100,58511.795214650614
101,58511.795214650614
