search_time (s),config time (ms)
0,176620.7592452773
1,97655.09283863874
2,78685.71089931934
3,78685.71089931934
4,78685.71089931934
5,78685.71089931934
6,78685.71089931934
7,78685.71089931934
8,78685.71089931934
9,78919.24902649585
10,78919.24902649585
11,78919.24902649585
12,78919.24902649585
13,78919.24902649585
14,79263.2661481739
15,79263.2661481739
16,79263.2661481739
17,79263.2661481739
18,79263.2661481739
19,97655.09283863874
20,97655.09283863874
21,97655.09283863874
22,97655.09283863874
23,97655.09283863874
24,176620.7592452773
25,176620.7592452773
26,176620.7592452773
27,176620.7592452773
28,176620.7592452773
29,73061.98181008695
30,73061.98181008695
31,73061.98181008695
32,73061.98181008695
33,73061.98181008695
