search_time (s),config time (ms)
0,170916.51787039117
1,132757.3420967186
2,130843.11007415107
3,130843.11007415107
4,133669.91515115107
5,138605.3507346144
6,130843.11007415107
7,130843.11007415107
8,130843.11007415107
9,130843.11007415107
10,130843.11007415107
11,132757.3420967186
12,132757.3420967186
13,132757.3420967186
14,132757.3420967186
15,132757.3420967186
16,133669.91515115107
17,133669.91515115107
18,133669.91515115107
19,133669.91515115107
20,133669.91515115107
21,133768.83942968253
22,133768.83942968253
23,133768.83942968253
24,133768.83942968253
25,133768.83942968253
26,135126.31218547153
27,135126.31218547153
28,135126.31218547153
29,135126.31218547153
30,135126.31218547153
31,136266.51451171865
32,136266.51451171865
33,136266.51451171865
34,136266.51451171865
35,136266.51451171865
36,137299.79255468256
37,137299.79255468256
38,137299.79255468256
39,137299.79255468256
40,137299.79255468256
41,137923.74909973954
42,137923.74909973954
43,137923.74909973954
44,137923.74909973954
45,137923.74909973954
46,138072.71530447158
47,138072.71530447158
48,138072.71530447158
49,138072.71530447158
50,138072.71530447158
51,146483.04252968257
52,146483.04252968257
53,146483.04252968257
54,146483.04252968257
55,146483.04252968257
56,146892.4785595365
57,146892.4785595365
58,146892.4785595365
59,146892.4785595365
60,146892.4785595365
61,151091.4439117395
62,151091.4439117395
63,151091.4439117395
64,151091.4439117395
65,151091.4439117395
66,170916.51787039117
67,170916.51787039117
68,170916.51787039117
69,170916.51787039117
70,170916.51787039117
71,172833.1914010531
72,172833.1914010531
73,172833.1914010531
74,172833.1914010531
75,172833.1914010531
76,174810.36788539114
77,174810.36788539114
78,174810.36788539114
79,174810.36788539114
80,174810.36788539114
81,187330.74724039115
82,187330.74724039115
83,187330.74724039115
84,187330.74724039115
85,187330.74724039115
86,134977.34598073957
87,134977.34598073957
88,134977.34598073957
89,134977.34598073957
90,134977.34598073957
91,129341.19815736849
92,129341.19815736849
93,129341.19815736849
94,129341.19815736849
95,129341.19815736849
96,137711.08645753647
97,137711.08645753647
98,137711.08645753647
99,137711.08645753647
100,137711.08645753647
