search_time (s),config time (ms)
0,155467.22016893074
1,107594.47083193067
2,100272.11636356347
3,96909.10647956347
30,96909.10647956347
45,96909.10647956347
55,97586.31118895164
66,97586.31118895164
77,96909.10647956347
87,97815.38872861498
94,97815.38872861498
106,98629.43936414982
107,98629.43936414982
108,98629.43936414982
109,98629.43936414982
116,98636.14927414981
117,98636.14927414981
122,98636.14927414981
123,98636.14927414981
124,98636.14927414981
128,98636.14927414981
138,98636.14927414981
139,98636.14927414981
148,97586.31118895164
156,96909.10647956347
168,98629.43936414982
169,98636.14927414981
174,98636.14927414981
177,98642.85918414981
182,98642.85918414981
183,98642.85918414981
184,98642.85918414981
191,98642.85918414981
192,98642.85918414981
193,98642.85918414981
201,100232.79307956347
212,100239.50298956347
218,100239.50298956347
225,100241.70844772123
227,100255.12826772123
228,100255.12826772123
229,100255.12826772123
230,100255.12826772123
231,100255.12826772123
232,100264.72504472123
233,100264.72504472123
234,100264.72504472123
235,100264.72504472123
236,100264.72504472123
237,100264.72504472123
238,100264.72504472123
239,100264.72504472123
240,100264.72504472123
241,100265.40645356347
242,100271.43495472123
243,100272.11636356347
244,100274.32182172123
245,100281.03173172123
246,100281.03173172123
247,100281.03173172123
248,100281.03173172123
249,100281.03173172123
250,100281.03173172123
251,100281.03173172123
252,100281.03173172123
253,100281.71314056347
254,100281.71314056347
255,100281.71314056347
256,100281.71314056347
257,100325.0730034057
258,100325.0730034057
259,100325.0730034057
260,100330.2005294057
261,100330.2005294057
262,100330.2005294057
263,100330.2005294057
264,100330.2005294057
265,100330.2005294057
266,100330.2005294057
267,100330.2005294057
268,100330.2005294057
269,100330.2005294057
270,100330.2005294057
271,100330.2005294057
272,100330.2005294057
273,100330.2005294057
274,100330.2005294057
275,100330.2005294057
276,100330.2005294057
277,100330.2005294057
278,100330.2005294057
279,100927.9944732995
280,100927.9944732995
281,104589.14668886982
282,104589.14668886982
283,104946.01256140573
284,105582.22439614982
285,105582.22439614982
286,105582.22439614982
287,105588.93430614982
288,105588.93430614982
