search_time (s),config time (ms)
0,119902.75431306253
1,102105.69799206255
2,98805.36343065061
3,98805.36343065061
4,116027.91018465061
5,98805.36343065061
6,98805.36343065061
7,98805.36343065061
8,98805.36343065061
9,98805.36343065061
10,102105.69799206255
11,102105.69799206255
12,102105.69799206255
13,102105.69799206255
14,102105.69799206255
15,100417.63251422203
16,100417.63251422203
17,100417.63251422203
18,100417.63251422203
19,100417.63251422203
20,100417.63251422203
21,104636.31003900166
22,104636.31003900166
23,104636.31003900166
24,104636.31003900166
25,104636.31003900166
26,116027.91018465061
27,105751.43855265062
28,105751.43855265062
29,105751.43855265062
30,105751.43855265062
31,105751.43855265062
32,105751.43855265062
33,105751.43855265062
34,105751.43855265062
35,105751.43855265062
36,100417.63251422203
37,100417.63251422203
38,100417.63251422203
39,100417.63251422203
40,100417.63251422203
41,100417.63251422203
42,104636.31003900166
43,104636.31003900166
44,104636.31003900166
45,104636.31003900166
46,104636.31003900166
47,107363.70763622204
48,107363.70763622204
49,107363.70763622204
50,107363.70763622204
51,100417.63251422203
52,100417.63251422203
53,100417.63251422203
54,100417.63251422203
55,100417.63251422203
56,104636.31003900166
57,104636.31003900166
58,104636.31003900166
59,104636.31003900166
60,107363.70763622204
61,107363.70763622204
62,107363.70763622204
63,105751.43855265062
64,100417.63251422203
65,100417.63251422203
66,100417.63251422203
67,104636.31003900166
68,104636.31003900166
69,105751.43855265062
70,105751.43855265062
71,107363.70763622204
72,107363.70763622204
73,109147.20340806255
74,109147.20340806255
75,109147.20340806255
76,109147.20340806255
77,109147.20340806255
78,109147.20340806255
79,109147.20340806255
80,109147.20340806255
81,109147.20340806255
82,109147.20340806255
83,111677.81545500169
84,111677.81545500169
85,111677.81545500169
86,111677.81545500169
87,111677.81545500169
88,111677.81545500169
89,111677.81545500169
90,111677.81545500169
91,111677.81545500169
92,111677.81545500169
93,111677.81545500169
94,111677.81545500169
95,111677.81545500169
96,112289.64084090992
97,100417.63251422203
98,100417.63251422203
99,100417.63251422203
100,100417.63251422203
