search_time (s),config time (ms)
0,173164.58799266705
1,126794.87306166702
2,122564.46039983266
3,114725.41063361337
4,98297.7209611482
16,96570.67816656186
22,95977.78520960564
36,95977.78520960564
39,96570.67816656186
40,96570.67816656186
62,97477.64182445561
80,97477.64182445561
91,97477.64182445561
98,97477.64182445561
113,99903.96154356186
134,99903.96154356186
137,99910.67145356185
148,97484.35173445562
159,97484.35173445562
160,97484.35173445562
176,99495.09632160564
177,105945.30295924634
186,106856.74657556186
187,106856.74657556186
198,99501.80623160565
206,99501.80623160565
207,106856.74657556186
216,106856.74657556186
219,106856.74657556186
220,106856.74657556186
221,106856.74657556186
222,106856.74657556186
223,106856.74657556186
224,106856.74657556186
225,106856.74657556186
226,106856.74657556186
227,106856.74657556186
228,106856.74657556186
229,106856.74657556186
230,106863.45648556187
231,106863.45648556187
232,106863.45648556187
233,106863.45648556187
234,106863.45648556187
235,106863.45648556187
236,106863.45648556187
237,106863.45648556187
238,106863.45648556187
239,106863.45648556187
240,106863.45648556187
241,106863.45648556187
242,106863.45648556187
243,106866.68993023966
244,106866.68993023966
245,106866.68993023966
246,106866.68993023966
247,106866.68993023966
248,106873.39984023967
249,106873.39984023967
250,106909.40100524634
251,106909.40100524634
252,106909.40100524634
253,106909.40100524634
254,106909.40100524634
255,106909.40100524634
256,106912.62528324635
257,106913.34845324635
258,106913.34845324635
259,106915.15509524634
260,106915.15509524634
261,106915.15509524634
262,107018.61062783269
263,107779.33551161338
264,107780.01692045562
265,107780.01692045562
266,107780.01692045562
267,107780.01692045562
268,107780.01692045562
269,107780.01692045562
270,107780.01692045562
271,107780.01692045562
272,107780.01692045562
273,107780.01692045562
274,107819.5889411401
275,107819.5889411401
276,110696.03478531893
277,110696.03478531893
278,110696.03478531893
279,110696.03478531893
280,110696.03478531893
281,110696.03478531893
282,110696.03478531893
283,111250.14452224635
284,111250.14452224635
285,111250.14452224635
286,111250.14452224635
287,111250.14452224635
288,111256.85443224634
289,111256.85443224634
290,111266.45120924634
291,111379.01638897456
