search_time (s),config time (ms)
0,145260.28710291983
1,136359.42587038266
2,135863.25039438272
3,130673.15204832178
4,118221.89642271136
5,118123.37812906636
7,116804.43830596622
8,116615.74323627994
19,116615.74323627994
31,115238.95061415495
42,115238.95061415495
47,116621.24438360217
48,116621.24438360217
53,116788.31067296622
54,116788.31067296622
55,117545.93858148958
56,117545.93858148958
59,114303.24844335581
60,114298.84738035582
61,114047.01020248959
64,113787.47817227994
68,113787.47817227994
73,114303.24844335581
83,116801.40981896622
84,116801.40981896622
85,116801.40981896622
86,116801.40981896622
87,116801.40981896622
88,116801.40981896622
94,116809.49487896622
99,114309.80848235582
103,114309.80848235582
104,114309.80848235582
105,114309.80848235582
106,114309.80848235582
107,117559.05865948959
108,117559.05865948959
109,117559.05865948959
119,116818.34185332178
133,116810.47871543505
139,116809.10613943504
140,118129.43028906635
141,118308.08013132177
142,118308.08013132177
149,116622.30327527995
151,116622.30327527995
152,117552.49862048958
153,117552.49862048958
154,117552.49862048958
155,117552.49862048958
156,117552.49862048958
157,118497.98526951051
165,116804.43830596622
168,119449.50944760216
169,119449.50944760216
170,119449.50944760216
171,119449.50944760216
175,119450.56833927993
176,119450.56833927993
177,119450.56833927993
178,119450.56833927993
184,116624.25193860216
195,116788.31067296622
202,116788.31067296622
203,116788.31067296622
204,116788.31067296622
205,116788.31067296622
206,116788.31067296622
210,119466.69597227994
211,119466.69597227994
212,119466.69597227994
213,119466.69597227994
214,119466.69597227994
215,119466.69597227994
216,119466.69597227994
219,119516.0674709577
221,119519.12409195771
224,119529.21949695771
225,119529.21949695771
226,119529.21949695771
227,119529.21949695771
228,119529.21949695771
229,119529.21949695771
233,120120.17276260216
234,120120.17276260216
240,120127.79169327994
241,120127.79169327994
246,120127.79169327994
247,120127.79169327994
248,120183.72323095771
249,120183.72323095771
250,120183.72323095771
256,120196.8752569577
257,120196.8752569577
258,120196.8752569577
259,120196.8752569577
260,120196.8752569577
264,120380.76368448959
271,120380.76368448959
272,120380.76368448959
275,120111.66406027993
