search_time (s),config time (ms)
0,234411.0972932776
1,151624.0241666387
2,151624.0241666387
3,151624.0241666387
4,151624.0241666387
5,151624.0241666387
6,151624.0241666387
7,151624.0241666387
8,158349.20199234784
9,158349.20199234784
10,158349.20199234784
11,158349.20199234784
12,158349.20199234784
13,168277.41338099175
14,168277.41338099175
15,168277.41338099175
16,168277.41338099175
17,168277.41338099175
18,234411.0972932776
19,234411.0972932776
20,234411.0972932776
21,234411.0972932776
22,234411.0972932776
23,130494.52048417393
24,130494.52048417393
25,130494.52048417393
26,130494.52048417393
27,130494.52048417393
