search_time (s),config time (ms)
0,247578.58013582573
1,167985.69633991286
2,162244.8630009304
3,157411.7153607636
4,157411.7153607636
5,157411.7153607636
6,157411.7153607636
7,157411.7153607636
8,157411.7153607636
9,157411.7153607636
10,162244.8630009304
11,162244.8630009304
12,162244.8630009304
13,162244.8630009304
14,162244.8630009304
15,167985.69633991286
16,167985.69633991286
17,167985.69633991286
18,167985.69633991286
19,167985.69633991286
20,247578.58013582573
21,247578.58013582573
22,247578.58013582573
23,247578.58013582573
24,247578.58013582573
25,130466.3791523819
26,130466.3791523819
27,130466.3791523819
28,130466.3791523819
29,130466.3791523819
