search_time (s),config time (ms)
0,119871.07732497722
1,101995.0454039772
2,98634.65805934563
3,98634.65805934563
4,115805.15741934563
5,98634.65805934563
6,98634.65805934563
7,98634.65805934563
8,98634.65805934563
9,98634.65805934563
10,101995.0454039772
11,101995.0454039772
12,101995.0454039772
13,101995.0454039772
14,101995.0454039772
15,100200.45943547915
16,100200.45943547915
17,100200.45943547915
18,100200.45943547915
19,100200.45943547915
20,100200.45943547915
21,104046.4661604401
22,104046.4661604401
23,104046.4661604401
24,104046.4661604401
25,104046.4661604401
26,115805.15741934563
27,105524.42200334564
28,105524.42200334564
29,105524.42200334564
30,105524.42200334564
31,105524.42200334564
32,105524.42200334564
33,105524.42200334564
34,105524.42200334564
35,105524.42200334564
36,100200.45943547915
37,100200.45943547915
38,100200.45943547915
39,100200.45943547915
40,100200.45943547915
41,100200.45943547915
42,104046.4661604401
43,104046.4661604401
44,104046.4661604401
45,104046.4661604401
46,104046.4661604401
47,107090.22337947914
48,107090.22337947914
49,107090.22337947914
50,107090.22337947914
51,100200.45943547915
52,100200.45943547915
53,100200.45943547915
54,100200.45943547915
55,100200.45943547915
56,104046.4661604401
57,104046.4661604401
58,104046.4661604401
59,104046.4661604401
60,107090.22337947914
61,107090.22337947914
62,107090.22337947914
63,105524.42200334564
64,100200.45943547915
65,100200.45943547915
66,100200.45943547915
67,104046.4661604401
68,104046.4661604401
69,105524.42200334564
70,105524.42200334564
71,107090.22337947914
72,107090.22337947914
73,109077.13629897719
74,109077.13629897719
75,109077.13629897719
76,109077.13629897719
77,109077.13629897719
78,109077.13629897719
79,109077.13629897719
80,109077.13629897719
81,109077.13629897719
82,109077.13629897719
83,111128.5570554401
84,111128.5570554401
85,111128.5570554401
86,111128.5570554401
87,111128.5570554401
88,111128.5570554401
89,111128.5570554401
90,111128.5570554401
91,111128.5570554401
92,111128.5570554401
93,111128.5570554401
94,111128.5570554401
95,111128.5570554401
96,111921.93553551225
97,100200.45943547915
98,100200.45943547915
99,100200.45943547915
100,100200.45943547915
