search_time (s),config time (ms)
0,183361.20528840326
1,145326.51942540333
2,137405.0404975623
3,131135.5309174787
4,129660.23401829819
5,126008.45661849529
14,126008.45661849529
20,129324.74162384405
21,129506.22459550746
22,129567.1489453497
26,129681.10047203605
27,129681.10047203605
28,130016.63859565742
29,130016.63859565742
30,130016.63859565742
31,130016.63859565742
33,130081.3239133419
34,130081.3239133419
38,130723.46306488453
39,129385.46330219701
41,130020.12422765742
43,131136.31736447872
44,131136.31736447872
45,131136.31736447872
46,129738.2573712899
47,132014.4076582899
48,132014.4076582899
49,132086.23528419703
50,132154.08908784404
51,132154.08908784404
52,132757.07042683734
53,132757.07042683734
54,132757.07042683734
55,132757.07042683734
56,132757.07042683734
58,132784.40978165076
59,132816.11689284403
60,132816.11689284403
61,132845.9860596574
62,132845.9860596574
63,132845.9860596574
64,132845.9860596574
65,134893.45763729152
66,134915.9788892982
67,134963.5323932982
68,135104.0125262899
69,135104.0125262899
70,132259.14747047875
72,135786.3153148845
73,135786.3153148845
74,135834.59400768936
75,135834.59400768936
77,132014.4076582899
78,136170.33775750743
79,136170.33775750743
81,135030.59323703608
84,134892.11395829153
85,136180.67987850742
86,136180.67987850742
87,135999.97052919705
89,137329.66911587783
92,137341.0672828845
94,132214.49921045086
95,137399.7438718845
96,137399.7438718845
97,137399.7438718845
98,137399.7438718845
99,137399.7438718845
100,137405.94285088452
102,137716.7429414787
103,137735.5717644787
104,138666.56214887783
105,138725.60861488452
106,139107.66232665072
107,139107.66232665072
108,139107.66232665072
109,134930.66058319702
110,139230.0722492915
111,139230.0722492915
112,139230.0722492915
113,139230.0722492915
114,140217.93358529816
115,136186.05678834967
117,134958.7030822982
118,140273.02974729816
119,140273.02974729816
120,140475.1566082899
122,137328.3254368778
124,137328.3254368778
126,141250.713875197
127,141232.33229994314
128,141388.78543645082
129,141475.96162050747
130,141475.96162050747
131,141475.96162050747
132,141475.96162050747
134,141336.709235197
135,141477.30529950745
136,141480.97446650747
137,141483.97825350746
138,141491.3376153497
