search_time (s),config time (ms)
0,155594.92488721287
1,107323.05109121287
2,100055.62070268148
3,96632.39396468147
31,96632.39396468147
44,96632.39396468147
57,96632.39396468147
69,97488.06062831738
79,97488.06062831738
86,97488.06062831738
98,98459.51272387018
99,98459.51272387018
100,98459.51272387018
101,98459.51272387018
102,98459.51272387018
103,98459.51272387018
104,98459.51272387018
111,98466.07276287019
112,98466.07276287019
116,98466.07276287019
117,98466.07276287019
126,97530.37059207105
134,98466.07276287019
140,98466.07276287019
146,98466.07276287019
153,98466.07276287019
154,98472.63280187018
155,98472.63280187018
162,98472.63280187018
168,98472.63280187018
175,98472.63280187018
182,100016.80539768147
193,100025.3141000037
200,100023.36543668147
207,100023.36543668147
219,98459.51272387018
223,100032.93303068148
224,100032.93303068148
225,100038.43417800369
226,100038.43417800369
227,100038.43417800369
228,100038.43417800369
229,100039.49306968147
230,100039.49306968147
231,100039.49306968147
232,100039.49306968147
233,100041.4417330037
234,100041.4417330037
235,100041.4417330037
236,100041.4417330037
237,100041.4417330037
238,100041.4417330037
239,100048.0017720037
240,100048.0017720037
241,100048.0017720037
242,100048.0017720037
243,100049.06066368148
244,100049.06066368148
245,100054.5618110037
246,100054.5618110037
247,100055.62070268148
248,100057.56936600369
249,100057.56936600369
250,100064.1294050037
251,100064.1294050037
252,100064.1294050037
253,100064.1294050037
254,100064.1294050037
255,100064.1294050037
256,100064.1294050037
257,100064.1294050037
258,100064.1294050037
259,100065.18829668147
260,100065.18829668147
261,100065.18829668147
262,100065.18829668147
263,100109.06768035925
264,100109.06768035925
265,100109.06768035925
266,100114.46228235925
267,100114.46228235925
