search_time (s),config time (ms)
0,145426.76452353518
1,137493.02929701636
2,137026.2645434743
3,129565.71008953515
4,124038.7590301078
5,124022.4523431078
6,117760.97831300828
8,116818.14120866037
17,116818.14120866037
31,115459.93674501634
43,115459.93674501634
47,116824.16970981812
48,116824.16970981812
49,116824.16970981812
56,117055.23687143002
57,117055.23687143002
67,117055.23687143002
73,117071.54355843001
74,117071.54355843001
79,114022.84300947376
80,113995.50365466037
84,113995.50365466037
93,114635.51014232376
95,114635.51014232376
99,114639.85760832376
106,114639.85760832376
109,114646.56751832376
116,117075.03354210782
117,117076.55640443001
118,117510.03818047374
119,117510.03818047374
121,117523.45800047374
130,117523.45800047374
141,117068.32363210783
144,117068.32363210783
145,117768.026486521
147,118919.96309370083
148,118919.96309370083
149,118919.96309370083
155,117516.74809047375
158,117516.74809047375
159,117516.74809047375
160,117516.74809047375
161,117516.74809047375
162,117516.74809047375
166,117516.74809047375
167,117516.74809047375
168,117516.74809047375
169,117516.74809047375
170,117516.74809047375
171,117516.74809047375
174,119502.25124900826
176,119604.1752371145
185,116827.05657681813
187,116827.05657681813
188,116827.05657681813
189,116827.05657681813
194,117068.53977143002
195,117068.53977143002
196,117068.53977143002
200,117071.54355843001
201,117071.54355843001
204,117076.55640443001
209,119050.26191370082
210,119050.26191370082
211,119610.88514711449
213,119646.80726381812
214,119646.80726381812
215,119646.80726381812
216,119646.80726381812
223,119647.48867266036
224,119647.48867266036
229,119656.40404081812
234,119657.08544966037
235,119712.4762005026
242,119663.79535966036
243,119715.70047850261
249,119663.11395081812
251,119725.3938615026
252,119725.3938615026
253,119725.3938615026
254,119725.3938615026
255,119725.3938615026
256,119725.3938615026
257,119725.3938615026
258,119725.3938615026
260,120309.15942266036
261,120311.36488081813
262,120311.36488081813
263,120311.36488081813
264,120339.38564447376
265,120339.38564447376
266,120339.38564447376
267,120339.38564447376
268,120339.38564447376
269,120356.03890915157
270,120356.03890915157
271,120374.1469505026
272,120374.1469505026
273,120374.1469505026
274,120377.37122850261
