search_time (s),config time (ms)
0,155013.98667127153
1,132679.5703055189
2,131717.55839487302
3,131717.55839487302
4,134566.90617887303
5,138854.16958919476
6,131717.55839487302
7,131717.55839487302
8,131717.55839487302
9,131717.55839487302
10,131717.55839487302
11,132679.5703055189
12,132679.5703055189
13,132679.5703055189
14,132679.5703055189
15,132679.5703055189
16,134566.90617887303
17,134566.90617887303
18,134566.90617887303
19,134566.90617887303
20,134566.90617887303
21,134652.71283215474
22,134652.71283215474
23,134652.71283215474
24,134652.71283215474
25,134652.71283215474
26,136070.7613563756
27,136070.7613563756
28,136070.7613563756
29,136070.7613563756
30,136070.7613563756
31,136177.1445535189
32,136177.1445535189
33,136177.1445535189
34,136177.1445535189
35,136177.1445535189
36,138210.9634521547
37,138210.9634521547
38,138210.9634521547
39,138210.9634521547
40,138210.9634521547
41,138561.722672746
42,138561.722672746
43,138561.722672746
44,138561.722672746
45,138561.722672746
46,139013.9281473756
47,139013.9281473756
48,139013.9281473756
49,139013.9281473756
50,139013.9281473756
51,146860.61160379922
52,146860.61160379922
53,146860.61160379922
54,146860.61160379922
55,146860.61160379922
56,147466.3057521547
57,147466.3057521547
58,147466.3057521547
59,147466.3057521547
60,147466.3057521547
61,151794.47361474598
62,151794.47361474598
63,151794.47361474598
64,151794.47361474598
65,151794.47361474598
66,155013.98667127153
67,155013.98667127153
68,155013.98667127153
69,155013.98667127153
70,155013.98667127153
71,156168.46283634848
72,156168.46283634848
73,156168.46283634848
74,156168.46283634848
75,156168.46283634848
76,158923.4466432715
77,158923.4466432715
78,158923.4466432715
79,158923.4466432715
80,158923.4466432715
81,169792.9975992715
82,169792.9975992715
83,169792.9975992715
84,169792.9975992715
85,169792.9975992715
86,135618.555881746
87,135618.555881746
88,135618.555881746
89,135618.555881746
90,135618.555881746
91,128888.47788317128
92,128888.47788317128
93,128888.47788317128
94,128888.47788317128
95,128888.47788317128
96,137666.7023817992
97,137666.7023817992
98,137666.7023817992
99,137666.7023817992
100,137666.7023817992
