op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,876.284,368.023,0.016,16.000,33.000,16.037,23.963,120.000
dec-self-attention,1318.979,1062.441,16.000,16.000,4.000,33.036,26.964,140.000
dec-mlp,878.620,880.814,16.000,16.000,8.000,48.034,11.966,60.000
dec-post-process,1704.836,1524.734,16.000,-0.008,25.000,116.085,123.915,0.000
