op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,921.106,409.889,0.016,16.000,33.000,16.037,23.963,140.000
dec-self-attention,1343.584,1111.984,16.000,16.000,4.000,33.036,26.964,120.000
dec-mlp,926.733,940.228,16.000,16.000,8.000,48.034,0.000,60.000
dec-post-process,1748.753,1898.146,16.000,-0.008,25.000,116.085,103.915,0.000
