op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1063.299,529.003,0.008,10.000,72.500,10.019,29.981,240.000
dec-self-attention,1258.326,1268.816,10.000,10.000,12.500,27.020,52.980,60.000
dec-mlp,824.118,932.837,10.000,10.000,25.000,10.981,0.000,40.000
dec-post-process,1600.075,1647.139,10.000,-0.004,62.500,110.044,89.956,0.000
