op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,441.456,1601.410,0.008,8.000,208.000,8.000,12.000,620.000
dec-self-attention,1123.238,1511.002,8.000,8.000,32.000,48.020,51.980,140.000
dec-mlp,699.711,1285.267,8.000,8.000,64.000,80.019,0.000,100.000
dec-post-process,5116.367,5487.823,8.000,-0.004,200.000,408.044,591.956,0.000
