data_size(MB),time(ms)
10,0.741
60,3.588
100,5.825
410,23.409
38,2.340
210,12.055
27,1.735
110,6.412
21,1.391
13,0.935
20,1.338
120,6.996
200,11.507
820,46.611
76,4.475
420,23.955
54,3.233
80,4.700
220,12.673
43,2.613
40,2.440
240,13.834
400,22.833
1640,93.035
152,8.796
840,47.737
108,6.299
160,9.229
440,25.106
86,5.081
480,27.359
800,45.480
3280,185.901
304,17.376
398,22.689
1680,95.296
216,12.399
320,18.342
880,49.996
172,9.976
