op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,385.094,1950.121,0.008,10.000,260.000,10.000,10.000,780.000
dec-self-attention,1102.495,2600.527,10.000,10.000,50.000,60.020,79.980,100.000
dec-mlp,987.339,1975.679,10.000,10.000,100.000,100.019,0.000,140.000
dec-post-process,5453.539,6588.745,10.000,-0.004,250.000,410.044,569.956,0.000
