op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,951.147,546.694,0.016,16.000,58.000,16.037,3.963,220.000
dec-self-attention,1308.203,1520.872,16.000,16.000,8.000,42.036,17.964,120.000
dec-mlp,1056.480,1299.953,16.000,16.000,16.000,64.034,0.000,80.000
dec-post-process,2657.461,2971.363,16.000,-0.008,50.000,216.085,283.915,0.000
