op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,993.824,1070.023,0.008,10.000,135.000,10.019,9.981,460.000
dec-self-attention,1411.724,2014.971,10.000,10.000,25.000,38.020,41.980,60.000
dec-mlp,1206.303,1465.559,10.000,10.000,50.000,60.019,0.000,80.000
dec-post-process,2875.805,3030.729,10.000,-0.004,125.000,210.044,249.956,0.000
