data_size(MB),time(ms)
10,0.694
60,8.662
100,10.589
410,42.583
38,4.180
5,0.893
210,22.031
27,3.058
40,4.382
110,11.657
21,2.461
13,2.205
20,0.915
120,17.115
200,15.805
820,84.569
76,10.894
420,43.613
54,7.816
80,8.504
220,23.128
43,6.287
240,33.790
400,41.498
1640,168.436
152,21.600
840,86.655
108,11.489
160,12.861
440,45.640
86,12.273
480,66.940
800,110.909
3080,315.843
304,42.765
1680,172.574
216,22.694
263,37.213
880,90.689
172,24.530
