op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1374.531,726.891,0.031,40.000,41.250,40.072,119.928,220.000
dec-self-attention,1862.288,2668.095,40.000,40.000,6.250,86.067,33.933,180.000
dec-mlp,1588.964,1777.554,40.000,40.000,12.500,120.065,0.000,140.000
dec-post-process,3177.643,3933.287,40.000,-0.016,31.250,240.167,219.833,0.000
