op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,399.113,2731.991,0.062,80.000,260.000,80.000,260.000,980.000
dec-self-attention,8134.937,21650.219,80.000,80.000,50.000,480.129,219.871,800.000
dec-mlp,7359.982,15075.731,80.000,80.000,100.000,800.128,0.000,720.000
dec-post-process,39457.893,44436.312,80.000,-0.031,250.000,3280.332,4719.668,0.000
