data_size(MB),time(ms)
8,0.728
48,2.914
80,4.784
408,23.308
30,1.920
11,0.994
208,11.948
21,1.396
108,6.332
16,1.356
24,1.569
58,3.508
96,5.637
160,9.245
816,46.409
60,3.586
416,23.752
42,2.592
64,3.813
216,12.421
33,2.111
116,6.772
32,1.998
192,11.063
320,18.312
1632,92.627
120,6.972
832,47.315
84,4.940
128,7.425
432,24.651
66,3.941
232,13.297
640,36.414
3136,177.744
384,21.901
1600,90.811
168,9.716
256,14.772
864,49.129
132,7.666
464,26.460
