data_size(MB),time(ms)
8,0.542
48,1.114
80,1.557
408,6.716
30,0.853
208,3.800
21,0.754
32,0.879
108,2.102
16,0.681
24,0.808
58,1.313
96,1.850
160,3.048
816,12.476
60,1.311
416,6.856
42,1.025
64,1.344
216,3.820
33,0.885
116,2.257
192,3.456
320,5.378
1632,24.360
120,2.276
832,12.753
84,1.639
128,2.536
432,7.082
66,1.374
232,4.076
384,6.414
640,10.005
3136,46.381
240,4.215
1664,24.831
168,3.158
256,4.466
864,13.213
132,2.481
152,2.903
464,7.551
