op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1594.925,761.318,0.031,32.000,58.000,32.072,87.928,280.000
dec-self-attention,2008.343,2646.923,32.000,32.000,8.000,84.067,0.000,220.000
dec-mlp,1871.634,2409.410,32.000,32.000,16.000,128.065,0.000,100.000
dec-post-process,5535.507,5768.681,32.000,-0.016,50.000,432.167,547.833,0.000
