op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1061.392,629.044,0.016,20.000,72.500,20.037,59.963,260.000
dec-self-attention,1515.055,2357.769,20.000,20.000,12.500,54.036,5.964,120.000
dec-mlp,1367.760,1875.067,20.000,20.000,25.000,80.034,0.000,60.000
dec-post-process,2827.024,3595.161,20.000,-0.008,62.500,220.085,259.915,0.000
