data_size(MB),time(ms)
10,0.758
60,8.474
100,10.844
410,16.737
38,4.294
210,8.755
27,3.167
110,11.865
21,2.605
13,2.263
20,1.103
120,16.694
200,9.779
820,33.131
76,10.685
420,17.132
54,7.739
80,8.713
220,9.112
43,6.174
40,1.749
240,11.822
400,16.317
1640,65.908
152,21.103
840,33.996
108,11.662
160,11.977
440,17.915
86,12.090
480,23.204
800,38.572
3280,1000000000.000
304,14.782
398,16.249
1680,67.419
216,9.022
320,13.102
880,35.550
172,23.807
