op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,2438.211,1185.989,0.031,32.000,108.000,32.072,87.928,420.000
dec-self-attention,3362.894,5078.459,32.000,32.000,16.000,120.067,0.000,260.000
dec-mlp,3224.802,4350.424,32.000,32.000,32.000,192.065,7.935,180.000
dec-post-process,9828.424,10750.580,32.000,-0.016,100.000,832.167,1147.833,0.000
