op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1367.044,511.932,0.008,10.000,72.500,10.019,9.981,220.000
dec-self-attention,1364.088,1502.895,10.000,10.000,12.500,27.020,52.980,60.000
dec-mlp,836.802,1043.367,10.000,10.000,25.000,40.019,0.000,40.000
dec-post-process,1497.173,2048.111,10.000,-0.004,62.500,110.044,109.956,0.000
