op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1255.798,640.249,0.016,20.000,72.500,20.037,79.963,240.000
dec-self-attention,1535.988,2165.747,20.000,20.000,12.500,54.036,5.964,120.000
dec-mlp,1368.189,1635.838,20.000,20.000,25.000,80.034,0.000,60.000
dec-post-process,2893.114,3012.466,20.000,-0.008,62.500,220.085,259.915,0.000
