op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,405.216,1601.791,0.008,8.000,208.000,8.000,12.000,660.000
dec-self-attention,1339.388,1475.191,8.000,8.000,32.000,48.020,71.980,160.000
dec-mlp,695.181,1278.400,8.000,8.000,64.000,80.019,0.000,80.000
dec-post-process,5101.109,5489.159,8.000,-0.004,200.000,408.044,671.956,0.000
