op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,2006.865,301.743,0.008,10.000,41.250,10.019,9.981,120.000
dec-self-attention,1384.640,1327.085,10.000,10.000,6.250,21.520,58.480,40.000
dec-mlp,875.425,858.498,10.000,10.000,12.500,13.482,6.518,40.000
dec-post-process,1569.843,1715.279,10.000,-0.004,31.250,60.044,39.956,0.000
