op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,357.056,1898.623,0.031,32.000,208.000,32.000,108.000,740.000
dec-self-attention,2492.237,5563.688,32.000,32.000,32.000,192.067,67.933,420.000
dec-mlp,2510.214,5015.802,32.000,32.000,64.000,320.065,39.935,360.000
dec-post-process,18697.357,20195.484,32.000,-0.016,200.000,1632.167,2427.833,0.000
