op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1130.533,488.091,0.016,20.000,41.250,20.037,59.963,160.000
dec-self-attention,1309.919,1538.897,20.000,20.000,6.250,43.036,16.964,100.000
dec-mlp,932.407,1215.887,20.000,20.000,12.500,60.034,0.000,80.000
dec-post-process,1695.585,1824.379,20.000,-0.008,31.250,120.085,59.915,0.000
