op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1572.371,1234.436,0.016,20.000,135.000,20.037,79.963,460.000
dec-self-attention,2330.685,3521.442,20.000,20.000,25.000,76.036,43.964,140.000
dec-mlp,2330.017,2752.066,20.000,20.000,50.000,120.034,0.000,120.000
dec-post-process,5699.205,5839.157,20.000,-0.008,125.000,420.085,639.915,0.000
