op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,2401.066,1160.574,0.031,32.000,108.000,32.072,87.928,420.000
dec-self-attention,3373.766,4632.902,32.000,32.000,16.000,120.067,0.000,320.000
dec-mlp,3244.352,3872.633,32.000,32.000,32.000,192.065,7.935,160.000
dec-post-process,9867.001,9411.049,32.000,-0.016,100.000,832.167,1207.833,0.000
