op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,3744.984,1456.356,0.062,80.000,72.500,80.142,239.858,440.000
dec-self-attention,5093.670,8749.104,80.000,80.000,12.500,216.129,0.000,340.000
dec-mlp,5130.339,6113.005,80.000,80.000,25.000,320.128,0.000,240.000
dec-post-process,11015.987,11167.192,80.000,-0.031,62.500,880.332,1039.668,0.000
