op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,2270.985,1025.724,0.062,64.000,33.000,-51.875,251.875,300.000
dec-self-attention,3292.751,2780.247,64.000,64.000,4.000,132.129,7.871,240.000
dec-mlp,2371.025,2598.333,64.000,64.000,8.000,152.100,7.900,220.000
dec-post-process,6021.595,5145.884,64.000,-0.031,25.000,464.332,475.668,0.000
