op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,356.293,2267.456,0.031,40.000,260.000,40.000,140.000,940.000
dec-self-attention,3965.664,10482.073,40.000,40.000,50.000,240.067,99.933,420.000
dec-mlp,3694.725,7266.045,40.000,40.000,100.000,400.065,59.935,400.000
dec-post-process,20195.150,24277.115,40.000,-0.016,250.000,1640.167,2439.833,0.000
