data_size(MB),time(ms)
10,1.026
60,4.705
100,7.777
410,31.331
38,3.133
5,0.740
210,16.221
27,2.356
40,3.236
110,8.389
21,1.876
13,1.377
20,1.571
120,9.187
200,15.546
820,62.626
76,5.807
420,32.212
54,4.242
80,6.131
220,17.020
43,3.458
240,18.825
400,31.339
1640,1000000000.000
152,11.606
840,64.662
108,8.225
160,12.401
440,34.308
86,6.556
480,37.004
800,61.052
3080,1000000000.000
304,23.344
1680,1000000000.000
216,16.711
263,20.632
880,67.543
172,13.356
