data_size(MB),time(ms)
10,0.529
60,1.380
100,1.943
410,6.732
38,0.940
5,0.483
210,3.748
27,0.805
40,0.993
110,2.145
21,0.707
13,0.607
20,0.691
120,2.353
200,3.681
820,12.581
76,1.522
420,6.915
54,1.182
80,1.556
220,3.900
43,1.036
240,4.188
400,6.539
1640,24.465
152,2.872
840,12.994
108,2.170
160,2.991
440,7.147
86,1.672
480,7.776
800,12.244
3080,45.547
304,5.156
1680,25.052
216,3.828
263,4.514
880,13.366
172,3.203
