op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,895.929,842.094,0.008,8.000,108.000,8.019,11.981,360.000
dec-self-attention,1247.501,1281.404,8.000,8.000,16.000,30.020,49.980,120.000
dec-mlp,1264.477,1084.137,8.000,8.000,32.000,48.019,0.000,40.000
dec-post-process,2556.658,2661.371,8.000,-0.004,100.000,208.044,291.956,0.000
