op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,1911.497,909.901,0.031,40.000,72.500,40.072,99.928,340.000
dec-self-attention,2579.260,3792.381,40.000,40.000,12.500,108.067,31.933,160.000
dec-mlp,2653.742,3092.289,40.000,40.000,25.000,160.065,0.000,120.000
dec-post-process,5835.819,5593.586,40.000,-0.016,62.500,440.167,519.833,0.000
