data_size(MB),time(ms)
10,0.660
60,6.314
100,10.017
410,31.661
38,4.225
210,17.246
27,3.149
110,10.949
21,2.590
13,1.687
20,0.692
120,11.825
200,17.604
820,47.330
76,7.863
420,24.976
54,5.779
80,8.220
220,15.503
43,4.718
40,0.835
240,21.885
400,31.719
1640,21.982
152,14.683
840,10.854
108,10.964
160,15.225
440,6.113
86,9.049
480,38.806
800,60.899
3280,242.746
304,25.646
398,23.753
1680,125.173
216,15.317
320,26.010
880,66.502
172,16.519
