data_size(MB),time(ms)
8,0.516
48,1.692
80,2.687
408,12.234
30,1.152
11,0.637
208,6.637
21,1.040
108,3.676
16,0.845
24,1.239
58,2.027
96,3.164
160,4.983
816,24.113
60,2.324
416,12.527
42,1.618
64,2.188
216,6.621
33,1.234
116,3.873
32,1.234
192,6.121
320,9.645
1632,47.690
120,4.016
832,24.395
84,3.167
128,4.076
432,12.868
66,2.595
232,7.127
640,18.794
3136,91.269
384,12.161
1600,46.641
168,5.469
256,7.818
864,25.442
132,4.690
464,13.768
