op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,2931.929,1461.363,0.031,40.000,135.000,40.072,119.928,520.000
dec-self-attention,4326.391,8546.972,40.000,40.000,25.000,152.067,0.000,320.000
dec-mlp,4452.085,6366.730,40.000,40.000,50.000,240.065,0.000,240.000
dec-post-process,10620.594,13152.838,40.000,-0.016,125.000,840.167,1139.833,0.000
