op_name,forward-compute,backward-compute,input_size,output_size,weights,activations,fwd_reserved,bwd_reserved
dec-embedding,903.463,1134.062,0.008,10.000,135.000,10.019,9.981,420.000
dec-self-attention,1416.540,2201.462,10.000,10.000,25.000,38.020,61.980,60.000
dec-mlp,1216.602,1656.771,10.000,10.000,50.000,60.019,0.000,80.000
dec-post-process,2779.293,3717.804,10.000,-0.004,125.000,210.044,269.956,0.000
