data_size(MB),time(ms)
10,0.857
60,4.090
100,6.693
410,27.506
38,2.684
210,14.211
27,1.902
40,2.791
110,7.336
21,1.540
13,1.067
20,1.392
120,8.071
200,13.547
820,54.772
76,5.133
420,28.235
54,3.725
80,5.384
220,14.872
43,3.001
240,16.210
400,26.826
1640,109.153
152,10.242
840,56.043
108,7.216
160,10.771
440,29.496
86,5.771
480,32.135
800,53.399
3080,1000000000.000
304,20.442
398,26.644
1680,111.849
216,14.622
263,17.736
880,58.692
172,11.605
