data_size(MB),time(ms)
10,0.596
60,6.468
100,10.668
410,42.620
38,4.204
210,22.102
27,3.099
40,4.423
110,11.688
21,2.528
13,2.193
20,0.900
120,17.131
200,15.924
820,84.533
76,10.904
420,43.605
54,7.941
80,6.471
220,23.135
43,6.318
240,33.936
400,41.561
1640,168.587
152,21.628
840,86.746
108,15.414
160,16.917
440,45.649
86,12.318
480,67.028
800,110.797
3080,315.860
304,42.955
398,55.852
1680,172.750
216,30.767
263,37.346
880,90.866
172,24.603
